text,label
And Comey was dishonest and scheming - we need a director of FBI who values the law & the Constitution more than anything - even more than his own personal likes|dislikes.,0
""" Deputies say the vehicle flipped, sending Heeter backward onto the elk’s antler.""

The ATV didn't just flip. The operator flipped it. 

I hope he recovers well from his mishap.",0
"right, because we need millions of unemployed criminals crossing our border. and of course anybody with common sense is a hater. what an idiot.",1
"Actually, what it said was that all white property-owning males are created equal.  That leaves out a whole bunch of folks.",0
"I get the poor, victimised , uneducated part. But, why the aboriginal?
What about poor victimised uneducated other people? Should they receive a harsher sentence for being non-aboriginal?",0
"Thank you Jeanna for a really excellent piece! You have made some really great points and I find the comments about you being ""paranoid"" or needing to ""come out of the closet"" really unfounded. If there were more people like you in the world it would be a better and safer place for all of us. Thank you for your service to our nation. And thank you to your church for taking a true Christian stance on this.",0
"Wow the horrible monster Trump is keeping manufacturing jobs in the USA and is ensuring life savings meds will decrease in cost through fair competition!! 

Not even in office and he has already done more than Obuma ever did. 

One can only hope little potato  handlers are preparing for the trade war that is going to come! 

Yes - $800 billion a year traded between are largest trading partner and all we see harmful punitive carbon tax! China is our 2nd largest trading partner at 80 billion a year and yes they have NO carbon tax!!!

Psssst Justin, Trump isn't a globalist- now what little potato??",1
"Actually, I know a great deal about both history and economics, having had graduate level courses in both subjects. It is conservatives who don't know either one.

Trump was elected largely because of racism. He also made promises about jobs that anyone who does know anything about economics would know are impossible to keep.",0
"Nice masturbation exercise!  An article that portends to explain the high cost of war with N Korea without going into the high cost to America!  Instead, the usual fawning over US technical superiority.  Let's see - America has 25,000 troops (there, so far) and the South 250,000 against 1,000,000 for North Korea and, suffice to say NOTHING will change without superiority where it really matters - on the ground!  In other words, without a successful invasion of North Korea involving US ground forces nothing will change!  And before it is over I guarantee North Korea will throw a lot more bodies into the fray than 1,000,000!  As for bombing how many bombs dropped on Vietnam and we still lost!  What about Iraq?  We still lost!  Afghanistan?  We're still there!  How many bodies will the US be able to send to the Korean pennisula capable of success without a draft???  Who would sign up for that??",0
"You're forgetting the part where different gun shops called the FBI, or where he was investigated 2 times and nothing done. You are also forgetting the DOJ is telling the FBI not to overly investigate or do surveillance on radical mosques like the one the shooter was part of. You want to demonize gun owners and the NRA well neil maybe you don't know this so let me clue you in Radical Islam wants you dead , they don't care if you love them or are a liberal, you are an American and a infidel and want you dead. Long before 9-11 they have been killing all non muslims",1
"Honestly, Mr Rhiner... you sound like a Trump acolyte paid by some agency to come here and spread the fear and the doubt. Levae people take their own decisions!! Lisa has spoken.",0
May blackk s  dance European style ballet or play Beethoven and Bach however well? Shall we permit naives to eat pizza or wear blue jeans? How about stopping blacks from using  public toilets and public water fountains which were the invention of 17 century English white people.,1
